"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 08 20:22:16 EEST 2021","Thu Apr 08 20:22:18 EEST 2021","2306","","The Internet Guinea Pig Website","","The Internet Guinea Pig Website","As a user, I can log into the secure area","As a user, I can log into the secure area",""
